Winery Name,Winery Description,Website,Winery Location,Phone #,Trade Show Location,Product 1 Name,Product 1 Description,Product 2 Name,Product 2 Description,Product 3 Name,Product 3 Description,Product 4 Name,Product 4 Description,Product 5 Name,Product 5 Description,Product 6 Name,Product 6 Description,Product 7 Name,Product 7 Description,Product 8 Name,Product 8 Description,Product 9 Name,Product 9 Description,Product 10 Name,Product 10 Description
"41NORTE, BOUTIQUE WINERY & VINEYARDS","PHILOSOPHY The concept of our business is that of a Boutique Winery based on: •An artisanal handmade process. •Elaboration by terroirs with sustainable vineyard care. •Limited production that guarantees a product of the highest quality. •Unique designs. Our philosophy encompasses taking care of the most minute details from vine to glass to provide you with A TRUE EXPERIENCE. HISTORY 41N was founded by five detail-oriented partners who love work well done. In 2012, after ten years of research and experience, our dream was eagerly launched. Our simple principle continues to hold true,“Time is our ally and patience our virtue.” 41Norte Boutique Winery & Vineyards",https://41norte.com/,633254543,,"Montjuïc, Pavilion 1, Level 0, Street B, Stand 94",1_ 41N r- BOLD,"D.O. Ribera del Duero Variety: 100% Tempranillo Barrel ageing: 4 months in new French oak barrels Production: 4,000 bottles Tasting notes: Visual: clean, bright, light color. Onion skin with salmon reflections and orange rims indicating its passage through barrel. Olfactory: on the nose, red fruit stands out, cassis with honeyed touches and a slight hint of pastries. Taste: on the palate with a silky entry, well balanced in the centre and mineral finish, with a pleasant aftertaste with a riper fruit.  ",1_ 41N Selected Harvest,"D.O. Ribera del Duero Variety: 100% Tempranillo Aged in new French oak barrels for 24 months and refined in concrete Bottle aging: minimum 24 months Tasting notes: Visual: High layer, clean and bright. Dark cherry color with garnet rim. Aroma: Good intensity of ripe red fruits, dry mountain and rockrose, light waxes, liqueur notes, dry spices (cloves, pepper), clean and complex. Includes notes of chocolate and licorice. On the palate: Elegant and balsamic spice with sweet tannins. It has a nice and meaty entry. The fruity notes reappear in aftertaste.",1_ MARCOLI,"D.O. Ribera del Duero Variety: 100% Tempranillo Barrel ageing: 30 months in new French oak barrels Bottle aging: minimum 24 months Production: 1,160 bottles. Grapes from 80-year-old vines, the grapes were separated one by one manually, half carbonic fermentation, followed by alcoholic and malolactic fermentation in French barrels. It is a very exclusive wine of which only 1160 bottles have been produced.  Tasting notes: Visual: Clean, very high and bright layer of color in cherry color with cardinal trim. Olfactory: Clean with very complex aromas, ripe black fruit, currant and plum stand out with hints of orange peel, graphite and dried leaves, balsamic and cloves. Taste: Elegant, sweet and complex, with a friendly entry, very long and with velvety tannins. Aftertaste reminiscent of ripe black fruits. Aging: 20 to 25 years",1_ WineMusic Rock,"WineMusic Rock Tour 2022 D.O. Ribera del Duero Variety: 100% Tempranillo Aging: In concrete tanks and new French oak barrels Bottle aging: minimum 12 months Tasting notes: Visual: High layer, clean and bright. Cherry color. Aroma: Good intensity of red fruits, strawberry and cream, nuts and balsamic notes, clean and complex. Pure fruit, pure expression of Tempranillo with minimal intervention from the barrel. On the palate: Red fruit acidity with balance. Elegant, dynamic and frank with sweet tannins. It has a pleasant and fleshy entry. The fruity notes reappear in the aftertaste. Through the QR code on the label you can enjoy the music with which this PURE ROCK wine has been made.",1_41N Boutique,"D.O. Ribera del Duero Variety: 100% Tempranillo Barrel ageing: 20 months in new French oak barrels Bottle aging: minimum 24 months Production: 4,400 bottles Tasting notes:Visual: Clean, bright cherry color with cardinal edges, high color layer that denotes travel.  Olfactory: Powerful nose, ripe red and black fruits such as blackberry and raspberry, aromatic forest, dried mint and liquorice. Plum peel, spicy and spicy curry, spaced notes like cloves and balsamic (eucalyptus), with mineral notes and a slight toasted touch. Taste: Balanced entry, pleasant on the palate, velvety mid-palate and very well polished sweet tannins, with a persistent aftertaste with hints of ripe fruit. Pairing red meats, small game and roasts.",,,,,,,,,,
4 MONOS VITICULTORES,,,"VILLAMANIN 31, 28011, MADRID , Spain",,"Montjuïc, Pavilion 8, Level 0, Street A, Stand 171",,,,,,,,,,,,,,,,,,,,
5 HORMIGAS,"Winery located in the Region of Murcia. Artisan wines and organic vineyards. Red wines made from Monastrell grapes, rosé made from Monastrell grapes, and white wine made from Airén grapes. 100% Landscape Wines.",http://www.5hormigas.es,667065407,,"Montjuïc, Pavilion 8, Level 0, Street F, Stand 238",ALCARAVAN,Red wine from Monastrell de Mula.,KARSTIC,White wine of the Airen variety. On sale in March 2026.,KIU,"Characteristics of the vineyards Plot with an area of 2.05 ha. Municipality of Jumilla (Murcia). Place ""Finca Sierra de Gavilanes"" Landscape, plot surrounded by typical Mediterranean forest. Located at 905 meters above sea level. North exposure. Predominant soils Limestones, with the presence of red marls and gypsum Average rainfall of 350 mm. Year planted, 2000 Variety, 100% monastrell. Total strains, 3,285. Goblet planting. Rainfed cultivation, organic and integrated control techniques Characteristics of the harvest Manual harvest with field selection in 10-12 kg boxes. Average yield of the vintage 1275 kg/ha. Harvest date, 21 September 2023. Manufacturing characteristics Winemaking on harvest day. 100% destemming. Direct pressing and FA in 600 kg open stainless steel tanks, with its own yeasts, 12-14 days. Racking and aging in 500-liter French oak barrels, used for 4 months. Stabilized by natural cold. Wine without clarifying or f",PREMONITION,"Characteristics of the vineyards Plot with an area of 2.45 ha. Municipality of Jumilla (Murcia). Place ""Finca Sierra de Gavilanes"" Landscape, plot surrounded by typical Mediterranean forest. Located at 905 meters above sea level. North exposure. Predominant soils Limestone, mostly with stony soils. Average rainfall of 350 mm. Year planted, 2000 Variety, 100% monastrell. Total strains, 3,485. Goblet planting. Rainfed cultivation, organic and integrated control techniques Characteristics of the harvest Manual harvest with field selection in 10-12 kg boxes. Average yield of the vintage 1485 kg/ha. Harvest date, 28 September 2023. Manufacturing characteristics Winemaking on harvest day. 100% destemming. AF in open tanks of 600 kg, with own yeasts, 11-14 days. Pumping over daily 1-2 times/day manually. FML in semi-used 500-litre French oak barrels, 6 weeks. Racking and ageing in the same FML barrels dur",TOUCHING THE GROUND,"Characteristics of the vineyards Plot with an area of 2.48 ha. Municipality of Yecla (Murcia). ""La Vieja Encina"" Landscape, plot surrounded by typical Mediterranean forest. Located at 790 meters above sea level. North exposure. Soil belonging to the Lower Cretaceous Aptian, limestones and dolomites with tuocasias. Average rainfall of 350 mm. Year of planting, 1962. Variety, 100% monastrell. Total strains, 3,599. Goblet planting. Rainfed cultivation, organic and integrated control techniques Characteristics of the harvest Manual harvest with field selection in 10-12 kg boxes. Average yield of the vintage 495 kg/ha. Harvest date, 26 September 2023. Manufacturing characteristics Winemaking on harvest day. 100% destemming. AF in open tanks of 600 kg, with own yeasts, 11-14 days. Pumping over daily 1-2 times/day manually. FML in semi-used 500-litre French oak barrels, 6 weeks. Racking and ageing in the same barrels",,,,,,,,,,
70th ALBARIÑO vintage - BODEGAS CHAVES,"We are currently celebrating the 70th Albariño vintage at Bodegas Chaves – Rías Baixas. Founded in 1955 by our grandfather Cándido Chaves, the winery continues his legacy today, crafting top-tier Albariños exclusively from our finest vineyards, with the same dedication to quality and authenticity that defined our beginnings.",https://www.bodegaschaves.com/,"CALLE CONDESA 3, 36636, RIBADUMIA",+34613029169,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 311",- Sparkling Albariño - Brut Nature,"Sparkling Albariño traditional method, 9 months on lees. Brut Nature",' Albarino CASTEL DE FORNOS,Our flafship brand bears the name of our first vineyard located on a hillside between Cambados and Ribadumia in a hamlet called Fornos. Our forebears called this dry and stony area “Castel” which proved optimal for growing Albariño. The name “Castel de Fornos” as tribute to these early beginnings.,Albariño Cinco Islas Selección,"Albarino single vineyard Os Pombos, Cambados aged on lees contact for 5 mothns",,,,,,,,,,,,,,
7103 PETIT CELLER,,https://www.7103-petitceller.com,"CARRER ALBERT BORGUNY 1, 07320, SANTA MARIA DEL CAMI , Spain",,"Montjuïc, Pavilion 8, Level 0, Street E, Stand 711",,,,,,,,,,,,,,,,,,,,
ABADAL,"Abadal was created with the idea of nurturing and enhancing Bages’ enormous potential as a wine region. Abadal’s wines transmit the spirit and personality of Bages. The winery has been rooted in the tradition of wine production for over eight centuries and its innovative spirit keeps it very much alive. Abadal wines are expressive and authentic, and evoke sensations that emerge from the wooded landscape that surrounds the winery.",https://www.abadal.net,"MASIA OLIVERAS S/N, 08279, SANTA MARIA D'HORTA D'AVINYÓ , Spain",,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 284",Abadal Mandó,"Abadal was a pioneer in Bages in recovering this variety. Abadal Mandó is a tribute to the Bages region and our innovative spirit. This variety takes longer to ripen and is resistant to high temperatures, making it a variety that adapts well to climate change. The native variety of Mandó takes us into the heart of Bages’ woodlands, with it floral aromas, carob, undergrowth and traces of spices, liquorice and ripe fruit. In the mouth it is balanced, lush and rounded. It finishes with an aromatic character typical of this variety and with a lively acidity which gives it great length in the glass. Fresh, elegant and the identity of a varietal.",Abadal Picapoll,"Ours was the first 100% Picapoll varietal to go on the market, and by recovering this local variety Abadal is making a clear statement to reaffirm Abadal’s commitment to the identity of Bages. The Picapoll grape grows in small compact clusters, with tiny spherical berries that very often show “picades” or marks on the grape skin, which is where the name originated. Elegant and seductive; it is a fusion of citric tones, white fruit (pineapple and peach) as well as floral tones from a forest landscape (fennel, lavender and mint).",,,,,,,,,,,,,,,,
ABADIA RETUERTA,"Abadía Retuerta is an experiential destination where history, nature, and innovation converge. Located in the heart of the Ribera del Duero, this 12th-century abbey has been transformed into a 5-star luxury hotel offering 27 rooms and 3 suites, surrounded by a sea of vineyards. Guests enjoy Michelin-starred dining, a state-of-the-art wellness sanctuary, and curated art collections, all designed to deliver an unparalleled sensory experience. The estate is also home to one of Spain’s most prestigious wineries, with over eight centuries of documented viticultural tradition. Today, Abadía Retuerta produces award-winning Pago wines under its own Protected Designation of Origin (DOP), reflecting the unique terroir of the Duero Valley. This perfect blend of heritage and modernity makes Abadía Retuerta a benchmark in luxury hospitality and fine winemaking.",https://www.abadiaretuerta.com,637867348,,"Montjuïc, Pavilion 1, Level 0, Street D, Stand 460",Abadia Retuerta LeDomaine,"LeDomaine representa un vino blanco de guarda único, fruto de un terruño singular y de la innovación ecológica. Un vino intenso y estructurado que refleja la esencia del Duero y la visión técnica de Abadía Retuerta.",Abadia Retuerta Selección Especial,"Selección Especial es el reflejo de la diversidad y riqueza del terruño de Abadía Retuerta, con un blend equilibrado que ofrece fruta, frescura, estructura y elegancia en cada botella.",Cuvée Palomar,"Faithfully reflects all the grandeur of the region’s traditional grape varieties, their qualities, as well as their superb adaptation to the new climate conditions of the area",Pago Negralada 2019,"La pureza y nobleza del Tempranillo del Duero, un vino de raza y carácter que expresa fielmente su terruño y la historia de Abadía Retuerta.",,,,,,,,,,,,
ABADÍA SAN QUIRCE,"Our winery in Ribera del Duero links the conservation and preservation of the historical-cultural heritage with the ancient tradition in winemaking. For this we have Tempranillo goblet vines, with an age of between 35 and 120 years. All our wines are made with the intention of being enjoyed and shared, hence they fit all consumer profiles. From those with knowledge of wines, to those who are starting out in the wine adventure.",http://www.bodegasabadiasanquirce.com,"CRTA MADRID-IRUN KM 171, 09370, gumiel de izán , Spain",+34 686 413 432,"Montjuïc, Pavilion 1, Level 0, Street B, Stand 166",ABADIA SAN QUIRCE 6 MESES BARRICA,"Youth and balance at its finest, for a gourmet wine with an elegant palate, which invites you to toast and celebrate.",ABADIA SAN QUIRCE CRIANZA,"A wine-growing legacy passed down from parents to children, from time immemorial through to the present day. This wine comes from a rigorous selection of grapes grown on our goblet-pruned vines. Our vineyards have an average age of 35 years and are located in the municipality of Gumiel de Izán and La Aguilera. The vineyards are planted in different soils, mainly limestone-clay, at average heights of more than 800 metres above sea level.",ABADIA SAN QUIRCE FINCA HELENA,"The viticultural legacy that has been passed from parents to children from time immemorial to the present day. This wine comes from a rigorous selection of vineyards planted by our ancestors in the year 1900 in the area of La Aguilera. Vineyards planted on poor lands, from their beginnings on goblet-pruned , that have won the battle over time to offer us today the treasure that this bottle contains. To make this unique wine we have manually selected the best grapes that nature has offered us, we have carefully prepared them, and we have fermented and aged them for 15 months in new French oak barrels from Allier. From this exceptional vintage, we have only produced a very limited number of unrepeatable numbered bottles, a wine that we hope you will enjoy as much as we have done, recovering the best of the 19th century wine tradition.",ABADIA SAN QUIRCE M9,"In the search for excellence and the best possible grape, years ago we discovered the magnificent M9 estate in the municipality of Gumiel de Izán. A plot with a wonderful development of a goblet pruned vines that is more than 70 years old at 920m above sea level. This altitude is almost at the limit of vineyard adaptation in these lands. This altitude together with limestone-clay soils and after a rigorous study, both vineyard and the vinification, led to a very special wine.",ABADIA SAN QUIRCE VERDEJO ON LEES,"Uvas de viñedos plantados en vaso en el municipio de Villanueva de Duero, en torno a los 675 metros sobre el nivel del mar.",,,,,,,,,,
ABA SOLLEIRA,"At the westernmost end of the Ribeira Sacra, with our vineyards, influenced by the Atlantic climate, we produce low-alcohol reds (12-13%) with unique freshness and elegance. We work in a minimalist and artisanal way, taking care of every detail from the vineyard to the bottle. As agronomists and winemakers, we combine knowledge and tradition to create authentic, sustainable and balanced wines, perfect for palates looking for subtlety and character. We will be happy to meet you at the fair to explore opportunities for collaboration and how Aba Solleira can enrich your portfolio for your market. We are waiting for you!",https://www.abasolleira.com,653328458,,"Montjuïc, Pavilion 8, Level 0, Street F, Stand 426",,,,,,,,,,,,,,,,,,,,
Adega Algueira,,http://www.algueira.com,"Ctra. Francos - Doade, sn, 27424, Doade , Spain",+34647529467,"Montjuïc, Pavilion 8, Level 0, Street A, Stand 165",,,,,,,,,,,,,,,,,,,,
ADEGA CHAOS,,http://www.adegachaos.gal,633200516,,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 289",,,,,,,,,,,,,,,,,,,,
ADEGA JOAQUÍN REBOLLEDO,,http://www.joaquinrebolledo.com,"SAN ROQUE 11, 32350, A RUA , Spain",,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 359",JOAQUÍN REBOLLEDO FINCA TRASDAIRELAS GODELLO,"Selection of the native Godello variety, from the plot called Trasdairelas, planted in 1980, orientation south and narrow plantation frame, on the right bank of the Sil River, slate and granite soil at an altitude of 400m. Preparation: Alcoholic fermentation for 20 days in steel tanks with a controlled temperature (18 ºC). Ageing in 500 l French and Hungarian barrels for 5 months with weekly lees stirring (battonage) 13.5% Alc. Format: 75cl.",JOAQUÍN REBOLLEDO GODELLO,"Selection of the native Godello variety from own and controlled vineyards in Fontei, Freixido, Trasdeirelas, Pedrazais, A Veiquiña, O Redondo and San Roque. Harvested by hand in 15 kg boxes. Preparation: De-stemming (separation of the grape berries from the stems) and light crushing. Skin maceration of the grapes at about 10 ºC (previous passage through the pasta exchanger). Pressing followed by static racking. Fermentation of the clean must in stainless steel tanks at a controlled temperature of 16 ºC. Ageing on lees. Filtration, stabilization and bottling.13 % Alc Format: 75cl.",XOCAS GODELLO,"Selection of the native Godello variety, from the lowest yielding vines of the Freixido plot, Planted in 1987, sandy granitic soil at an altitude of 550 m which favours slower ripening. Preparation: Alcoholic fermentation for 20 days in steel tanks with a controlled temperature (18 ºC). Ageing in 500 l French Oak and Acacia barrels for 5 months with weekly stirring of lees (battonage) 13.5 % Alc. Format: 75cl.",,,,,,,,,,,,,,
ADEGA MANUEL FORMIGO,Adega Manuel Formigo is a small Galician winery focused on the production of high-quality wines with grapes from the Avia valley in the DO Ribeiro. We currently sell around 30% of our production in 10 countries. We come to the BWW with the intention of opening some more export countries and at the same time strengthening our presence in others where we still have little presence.,http://www.fincateira.com,627569885,,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 347",,,,,,,,,,,,,,,,,,,,
ADEGA PEDRALONGA,"Family winery that makes wines with our own grapes. We have 7.5 Ha of vineyard. We work in the traditional way, fermentations with indigenous yeast, malolactic on lees, without interventions or corrections.",http://www.pedralonga.es/,652808521,,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 291",Albariño Pedralonga,"Albariño wine made in stainless steel from our vineyards over 40 years old. Traditional production, fermented with indigenous yeasts and malolactic fermentation on lees. 9 months on lees in stainless steel. No filtering or intervention",Tinto DoUmia,"Vino Tinto DO Rías Baixas Elaborado con Mencía, Caíño tinto y Espadeiro",Vendetta,"Albariño procedente de uvas seleccionadas. Procesos de elaboración naturales, sin intervenciones ni correcciones. Criado un año sobre lías con batonage en inox",,,,,,,,,,,,,,
ADEGA SAÍÑAS / [Adega Sainas],"Behind Saíñas are Jorge and Saleta, a couple of electrical engineers, guided by the winemaker Luis Seabra. We left a life full of travels, science, and light to return to our homeland and continue with a family project. This is a story full of challenges but also filled with love. Love for wine, love for the land, and love for well-made things. Our name is due to an old vineyard called SAÍÑAS, recovered on the banks of the Cabe River, in the heart of the Ribeira Sacra. Our brand image is not by chance but represents the terraces or ""socalcos"" that our ancestors sculpted on the river hillsides to enable grape cultivation. Specifically, the incline of the name, and that stepped form coincides with the slope and terraces of our SAÍÑAS vineyard. For our wines, we use only grapes grown on our own vines, cultivated sustainably and carefully hand-harvested. As winegrowers, our wines are intimately connected to the land from which they originate. The result is wines faithful to our principles and our way of understanding viticulture, expressing in a unique way the identity of the terroir they come from.",http://www.sainaswines.com,"PACIOS 12, 27450, ESPASANTES , Spain",,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 383",Saíñas - GODELLO & PALOMINO,"SAÍÑAS GODELLO 2024: This wine is made from grapes sourced from three small plots, all located in the village of Espasantes. Half of the vineyard is newly planted and 8 years old, while the other half is around 45 years old. Vinification is carried out by whole-bunch pressing, followed by spontaneous fermentation of the free-run juice in 500-liter French oak barrels. SAÍÑAS PALOMINO 2023: This wine is made from grapes sourced from old Palomino vines, spread across our vineyards. Vinification takes place in open-top vats with a three-week skin maceration. Gentle hand punch-downs are carried out twice a day. The wine is then racked off, where fermentation finishes, and it is kept in stainless steel for 10 months. It then spends one year in bottle before being released to the market.",Saíñas Secreto,"85%Mencía +15%Others. Singular Vineyards. This wine is made from the blending of grapes from 2 small plots planted on terraces near the river Cabe. Multi-varietal vineyards where there is a perfect balance that has been forged over the years. The finest and most elegant expression of the traditional vineyards of the Ribeira Sacra. Vinification in open-top vats of a maximum of 1000 litres with 80% whole grapes. Spontaneous fermentation, between 25 and 30 day maceration with gentle daily manual pumping over from the bottom to the top. Spontaneous malolactic fermentation and ageing in French oak barrels. 1.5 years in bottle before release.",Saíñas Secular,"85%Mencía +15%Garnacha Tintorera. Single vineyard. Plot wine from old vineyards of ""GRANXA VELLA"". ""Vella"" in Galician means ""old"", because to produce this wine we use the 50-60 year old vineyard located next to a small Romanesque church dating back to the 13th century. Vinification is carried out in 1000 litre open-top vats. Spontaneous fermentation, between 25-30 day maceration with gentle daily manual pumping over from the bottom to the top. Spontaneous malolactic fermentation and ageing in French oak barrels.",Saíñas Silente,"SAÍÑAS SILENTE: 95% Mencía + 5%Garnacha Tintorera. Village Wine. This wine is the result of a group of small plots of land in the village of Espasantes, where the winery is located. Each plot is sourced separately and the vinification process is different in order to obtain the maximum potential from each one of them. The percentage of whole grapes varies between 25% and 100%. Manual harvest with cluster selection both in the vineyard and at the winery. Native yeast varieties and spontaneous malolactic fermentation. One part was aged in stainless steel vats and the other in French oak barrels.",Saíñas Sinuoso,"100%Mencía. Single vineyard. Vineyard terraces recovered by the founder of the winery, Javier Fernández, on the slopes of the river Cabe. A highly valued area of traditional vineyards in the village of Espasantes. This vineyard began its recovery in the early 90s. Double selection of clusters, spontaneous fermentation in small stainless steel vats and in 1000 litre open-top casks with 45% of whole grapes. 3 week maceration with gentle daily manual pumping over from the bottom to the top. Spontaneous malolactic fermentation and ageing in French oak barrels and stainless steel.",,,,,,,,,,
ADEGAS CASTROBREY,,https://www.castrobrey.com,606082330,,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 295",Nice to meet you castrobrey Tenerife 2023,"Blanco Plurivarietal Treixadura, Godello, Caiño blanco, Torrontes (cepas 50 años) ""Es nuestro único vino plurivarietal, cada variedad aporta su personalidad única al vino. El Godello destaca en la nariz con sus aromas a fruta blanca, la Treixadura lo hace más amable y suave en boca, y el Torrontés y la Caíño Blanco aportan la acidez perfecta para equilibrar el conjunto. Es un vino que refleja la riqueza y diversidad de nuestro viñedo.”",Sin Palabras Castrobrey,Albariño 100%,Sinpalabras Edición Especial 2018,"Albariño 100% (cepas 50 años) ""Es un vino maduro para acompañar y disfrutar, muy profundo y envolvente, que tiene toques amielados, con fondo de ahumados, y recuerdos a especies dulces......que pone en valor la capacidad de envejecimiento de nuestra uva albariño""",Sinpalabras hormigón 2023,"Albariño 100% (cepas 50 años) ""Es nuestro único albariño con crianza en depósito de hormigón, esté material permite un intercambio térmico lento y constante, reduce la acidez y aporta tensión al vino. Esto preserva la frescura y la variedad, y permite que el vino mantenga su carácter y su elegancia.”",Sinpalabras V 186 2023,"Blanco Monovarietal Albariño 100% (cepas 50 años) ""Nuestro Sinpalabras V186 es un albariño excepcional, la particularidad de suelo de la finca fornotilleiro y la selección de nuestras 186 mejores cepas, le aporta una textura suave y aterciopelada, con un toque de mineralidad, y una complejidad y profundidad únicas .""",,,,,,,,,,
